Mentions,Sentiment,clean_text,prediksi_sentimen
Danramil 09/Kpl Kpt Inf Prasojo pada hari Senin tgl 25 April 2022 beserta Kapolsek Kepil mendampingi Kades Burat Bpk Ir.Gunawan Setyadi memberikan BLT kepada warga masyarakat Desa Burat sejumlah 65 orang bertpat di balai desa Burat kec.kepil https://t.co/,Positive,danramil kpl kpt inf prasojo pada hari senin tgl april beserta kapolsek kepil mendampingi kades burat bpk irgunawan setyadi memberikan blt kepada warga masyarakat desa burat sejumlah orang bertpat di balai desa burat keckepil,Positive
BSU 2022 Sudah Cair? Input KTP di https://t.co/5cCtuNL4mb untuk Cek Penerima BLT Subsidi Gaji Rp1 Juta https://t.co/RCucADAuRv,Positive,bsu sudah cair input ktp di untuk cek penerima blt subsidi gaji rp juta,Positive
"Penyaluran BLT Minyak Goreng (Migor) dan BPNT Tunai Tahun 2022 telah dilaksanakan pada Kamis (21/4).

Bertempat di Pendopo Kantor Desa Tambong, kegiatan tersebut dipantau langsung oleh Plt. Camat Kabat, Bapak Bibin Widiatmoko, S.STP., M.M.

Selengkapnya d",Positive,penyaluran blt minyak goreng migor dan bpnt tunai tahun telah dilaksanakan pada kamis bertempat di pendopo kantor desa tambong kegiatan tersebut dipantau langsung oleh plt camat kabat bapak bibin widiatmoko sstp mm selengkapnya d,Positive
Polres Muna Salurkan BLT Rp300 Ribu kepada 3.000 UKM https://t.co/BgcBaTh5BM,Positive,polres muna salurkan blt rp ribu kepada ukm,Positive
"Musyawarah Desa Khusus dalam rangka Validasi, Finalisasi dan Penetapan Keluarga Miskin Penerima BLT-Dana Desa.Musyawarah menghasilkan persetujuan bahwa penerima BLT-Dana Desa Parbagasan Janjimatogu sebanyak 55 orang. https://t.co/0PSwNKxUjf",Positive,musyawarah desa khusus dalam rangka validasi finalisasi dan penetapan keluarga miskin penerima bltdana desamusyawarah menghasilkan persetujuan bahwa penerima bltdana desa parbagasan janjimatogu sebanyak orang,Positive
Puan Maharani memberikan apresiasi terkait langkah pemerintah menyalurkan BLT minyak goreng.,Positive,puan maharani memberikan apresiasi terkait langkah pemerintah menyalurkan blt minyak goreng,Positive
"Bhabinkamtibmas BRIPTU M. FADIL selaku pokja pencegahan melaksanakan giat PAM penyaluran BLT-DD di kantor desa Watampanua, kec. Pammana, sekaligus menyampaikan himbauan kamtibmas dan prokes di bulan ramadhan serta sosialisasi perpres no. 87 th 2016 ttg sa",Positive,bhabinkamtibmas briptu m fadil selaku pokja pencegahan melaksanakan giat pam penyaluran bltdd di kantor desa watampanua kec pammana sekaligus menyampaikan himbauan kamtibmas dan prokes di bulan ramadhan serta sosialisasi perpres no th ttg sa,Positive
Belum Cair? Cukup Login https://t.co/mGHdP4G3Ay Cek Nama Dapat BLT BPJS April 2022 denganÃ‚Â NIK https://t.co/DH5wPSTsJW,Positive,belum cair cukup login cek nama dapat blt bpjs april denganã‚â nik,Positive
"Penyaluran BLT Minyak Goreng Capai 95,7% dalam 10 Hari. Booster Mudik Tenang
https://t.co/PGTxHsu8rr",Negative,penyaluran blt minyak goreng capai dalam hari booster mudik tenang,Positive
"Penyaluran BLT Minyak Goreng Capai 95,7% dalam 10 Hari
https://t.co/ZAqdClE6q5 

Booster Mudik Tenang",Negative,penyaluran blt minyak goreng capai dalam hari booster mudik tenang,Positive
@katzen_jammer @ProfesorZubairi Kok profesor mikir nya sama dengan yg tidak suka bagi2 BLT? Akhirnya bagi2 BLT juga..,Positive,kok profesor mikir nya sama dengan yg tidak suka bagi blt akhirnya bagi blt juga,Positive
"BLT tersalurkan kepada masyarakat Gorontalo
Booster Mudik Tenang https://t.co/DhUNAbIFz6",Positive,blt tersalurkan kepada masyarakat gorontalo booster mudik tenang,Positive
BSU 2022 Cair Kapan? Login https://t.co/5cuSHrhIb0 untuk Cek Penerima BLT Subsidi Upah Rp1 Juta https://t.co/tSTSRyPeBW,Positive,bsu cair kapan login untuk cek penerima blt subsidi upah rp juta,Positive
"BLT minyak goreng sudah didistribusikan

Booster Mudik Tenang https://t.co/zg0v0lBuoc",Negative,blt minyak goreng sudah didistribusikan booster mudik tenang,Positive
"BLT minyak goreng sudah didistribusikan

Booster Mudik Tenang https://t.co/soMiGjMd74",Positive,blt minyak goreng sudah didistribusikan booster mudik tenang,Positive
"BLT minyak goreng sudah didistribusikan

Booster Mudik Tenang https://t.co/RuBtQidBcv",Positive,blt minyak goreng sudah didistribusikan booster mudik tenang,Positive
"Pemkab Manggarai Distribusikan BLT Minyak Goreng
Booster Mudik Tenang https://t.co/Gjb0Um0qXV",Positive,pemkab manggarai distribusikan blt minyak goreng booster mudik tenang,Positive
"DISTRIBUSIKAN BLT MINYAK GORENG
Booster Mudik Tenang https://t.co/b1JgluxnsO",Positive,distribusikan blt minyak goreng booster mudik tenang,Positive
"Pemkab Manggarai Distribusikan BLT Minyak Goreng
Booster Mudik Tenang https://t.co/Fo8CQ4NxPT",Negative,pemkab manggarai distribusikan blt minyak goreng booster mudik tenang,Positive
BLT Tahap 1 Desa Susukan Terealisasikan Sebanyak 161 KPMÃ‚Â  https://t.co/ptF6slDAwN,Positive,blt tahap desa susukan terealisasikan sebanyak kpmã‚â,Positive
"Pemkab Manggarai Distribusikan BLT Minyak Goreng
Booster Mudik Tenang https://t.co/gjc70bkWxq",Positive,pemkab manggarai distribusikan blt minyak goreng booster mudik tenang,Positive
"Pemkab Manggarai Distribusikan BLT Minyak Goreng
Booster Mudik Tenang https://t.co/CPxbsbaAAS",Positive,pemkab manggarai distribusikan blt minyak goreng booster mudik tenang,Positive
"Pendistribusian BLT minyak goreng 
Booster Mudik Tenang https://t.co/VCVt2Egktd",Positive,pendistribusian blt minyak goreng booster mudik tenang,Positive
"Kantor Staf Presiden akan mengawasi penyaluran BLT minyak goreng.
Pengawasan itu dilakukan scr terpadu brsama Kemen. Koordinator Pembangunan Manusia dan Kebudayaan, Kemen Sosial, Tim Nasional Percepatan Penanggulangan Kemiskinan (TNP2K
#MoeldokoBentengNKR",Positive,kantor staf presiden akan mengawasi penyaluran blt minyak goreng pengawasan itu dilakukan scr terpadu brsama kemen koordinator pembangunan manusia dan kebudayaan kemen sosial tim nasional percepatan penanggulangan kemiskinan tnpk,Positive
"Musyawarah Desa Khusus dalam rangka Validasi, Finalisasi dan Penetapan Keluarga Miskin Penerima BLT-Dana
Desa.Musyawarah menghasilkan persetujuan bahwa penerima BLT-Dana Desa Parbagasan Janjimatogu sebanyak 37 orang. https://t.co/ZFVy9BhGAT",Positive,musyawarah desa khusus dalam rangka validasi finalisasi dan penetapan keluarga miskin penerima bltdana desamusyawarah menghasilkan persetujuan bahwa penerima bltdana desa parbagasan janjimatogu sebanyak orang,Positive
"Dulu Dibenci, Kini BLT Dimunculkan Lagi https://t.co/QIqRBQoC3T",Positive,dulu dibenci kini blt dimunculkan lagi,Positive
"Selamat! BLT UMKM Rp600 Ribu Bakal Cair ke Orang yang Punya Tanda Ini, Langsung Cek di https://t.co/DQ9ZdZajzF https://t.co/spNXWuxOVZ",Positive,selamat blt umkm rp ribu bakal cair ke orang yang punya tanda ini langsung cek di,Positive
BSU 2022 Segera Cair! Buruan Akses 2 Link Ini agar Dapat BLT Rp1 Juta https://t.co/h00AFncooR,Positive,bsu segera cair buruan akses link ini agar dapat blt rp juta,Positive
"@missufe Sama Makji..aku gk dapet THR jg..apa lagi BLT dr Pak Jokowi..
Padahal lebaran sebentar lg..
Gmn bikin  ketupat dan opot aya...dana blm ada",Negative,sama makjiaku gk dapet thr jgapa lagi blt dr pak jokowi padahal lebaran sebentar lg gmn bikin ketupat dan opot ayadana blm ada,Positive
Cara Cek Bansos BPUM 2022 atau BLT UMKM Rp600 Ribu Secara Berkala di Laman https://t.co/DQ9ZdZajzF https://t.co/aFUgtTL7ko,Positive,cara cek bansos bpum atau blt umkm rp ribu secara berkala di laman,Positive
"Warga gorontalo mulai Terima BLT minyak goreng

Booster Mudik Tenang https://t.co/TTJDkpGrXc",Positive,warga gorontalo mulai terima blt minyak goreng booster mudik tenang,Positive
"Babinsa Desa Sobayan Sertu SigitÃ‚Â  Purnomo Koramil Pedan Kodim 0723/Klaten melaksanakan Pendampingan Penyerahan BLT DD ( Bantuan Langsung Tunai Dana Desa ) Tahap 1V Tahun 2022 di kantor Desa Sobayan, kecamatan Pedan.
#Kodim0723Klaten
#Korem074Wrt
#Kodam",Positive,babinsa desa sobayan sertu sigitã‚â purnomo koramil pedan kodim klaten melaksanakan pendampingan penyerahan blt dd bantuan langsung tunai dana desa tahap v tahun di kantor desa sobayan kecamatan pedan,Positive
"Pemkab manggarai distribusikan BLT minyak goreng
Booster Mudik Tenang https://t.co/0ksJb7dGGO",Positive,pemkab manggarai distribusikan blt minyak goreng booster mudik tenang,Positive
"Pemkab manggarai distribusikan BLT minyak goreng
Booster Mudik Tenang https://t.co/4diqiCNGxz",Positive,pemkab manggarai distribusikan blt minyak goreng booster mudik tenang,Positive
"pemkab manggarai distribusikan BLT minyak goreng
Booster Mudik Tenang https://t.co/mr9L92E3Y8",Negative,pemkab manggarai distribusikan blt minyak goreng booster mudik tenang,Positive
"Penyaluran BLT Minyak Goreng Capai 95,7% dalam 10 Hari

https://t.co/zmqNAGmAzX",Positive,penyaluran blt minyak goreng capai dalam hari,Positive
"warga gorontalo mulai terima BLT minyak goreng
Booster Mudik Tenang https://t.co/pAI7xMoyTt",Positive,warga gorontalo mulai terima blt minyak goreng booster mudik tenang,Positive
"pemkab manggarai distribusikan BLT minyak goreng
Booster Mudik Tenang https://t.co/Ela9wgqpZE",Positive,pemkab manggarai distribusikan blt minyak goreng booster mudik tenang,Positive
"Penyaluran BLT Minyak Goreng Capai 95,7% dalam 10 Hari
https://t.co/fDgWbonPkj

Booster Mudik Tenang",Negative,penyaluran blt minyak goreng capai dalam hari booster mudik tenang,Positive
"Pemkab Manggarai distribusikan BLT minyak goreng
Booster Mudik Tenang https://t.co/CmXdx97Ee7",Positive,pemkab manggarai distribusikan blt minyak goreng booster mudik tenang,Positive
"Penyaluran BLT Minyak Goreng Capai 95,7% dalam 10 Hari Booster Mudik Tenang https://t.co/XpBEddIVJL",Positive,penyaluran blt minyak goreng capai dalam hari booster mudik tenang,Positive
"Pemkab manggarai distribusikan BLT minyak goreng
Booster Mudik Tenang https://t.co/ueIjzZt20J",Positive,pemkab manggarai distribusikan blt minyak goreng booster mudik tenang,Positive
Hahaha ibu gue dapet undangan BLT tapi di tolak soalnya syaratnya harus vaksin lengkap sedangkan ibu baru vaksin pertama soalnya dia abis sakit. Terus duit yg seharusnya dikasih ke penerima bantuan kemana setelah itu? Hahaha makan tuh duit rakyat,Negative,hahaha ibu gue dapet undangan blt tapi di tolak soalnya syaratnya harus vaksin lengkap sedangkan ibu baru vaksin pertama soalnya dia abis sakit terus duit yg seharusnya dikasih ke penerima bantuan kemana setelah itu hahaha makan tuh duit rakyat,Positive
"Pemkab manggarai distribusikan BLT minyak goreng
Booster Mudik Tenang https://t.co/eDKen4U74b",Positive,pemkab manggarai distribusikan blt minyak goreng booster mudik tenang,Positive
"Ini antrian bayar udah kayak antrian BLT , tapi giliran minyak goreng naek mulutnya lupa sama pas buang duit Ã°ÂŸÂ¤Â£Ã°ÂŸÂ¤Â£Ã°ÂŸÂ˜Â‚ 

Ngono iku wong endi pehhhh gak kuku wkwk https://t.co/ONxhUBiaMF",Positive,ini antrian bayar udah kayak antrian blt tapi giliran minyak goreng naek mulutnya lupa sama pas buang duit ã°âÿâ¤â£ã°âÿâ¤â£ã°âÿâ˜â‚ ngono iku wong endi pehhhh gak kuku wkwk,Positive
"PT. Pos Indonesia Bersama Pemerintah Menyalurkan Dana BLT dan BPNT Kepada Masyarakat
Booster Mudik Tenang https://t.co/GujBL5s8KE",Positive,pt pos indonesia bersama pemerintah menyalurkan dana blt dan bpnt kepada masyarakat booster mudik tenang,Positive
"PT. Pos Indonesia Bersama Pemerintah Menyalurkan Dana BLT dan BPNT Kepada Masyarakat
Booster Mudik Tenang https://t.co/Cuz10e6LAj",Positive,pt pos indonesia bersama pemerintah menyalurkan dana blt dan bpnt kepada masyarakat booster mudik tenang,Positive
"PT. Pos Indonesia Bersama Pemerintah Menyalurkan Dana BLT dan BPNT Kepada Masyarakat
Booster Mudik Tenang https://t.co/hZ2OSJdrkM",Positive,pt pos indonesia bersama pemerintah menyalurkan dana blt dan bpnt kepada masyarakat booster mudik tenang,Positive
"PT. Pos Indonesia Bersama Pemerintah Menyalurkan Dana BLT dan BPNT Kepada Masyarakat
Booster Mudik Tenang https://t.co/0cJWfkQTZW",Negative,pt pos indonesia bersama pemerintah menyalurkan dana blt dan bpnt kepada masyarakat booster mudik tenang,Positive
"Babinsa Jatimulyo Serda Sariyanto Koramil Pedan Kodim 0723/Klaten melaksanakan Pendampingan Penyerahan BLT DD ( Bantuan Langsung Tunai Dana Desa ) Tahap IV Tahun 2022 di kantor Desa Jatimulyo kecamatan Pedan.
#Kodim0723Klaten
#Korem074Wrt
#KodamIVDiponego",Positive,babinsa jatimulyo serda sariyanto koramil pedan kodim klaten melaksanakan pendampingan penyerahan blt dd bantuan langsung tunai dana desa tahap iv tahun di kantor desa jatimulyo kecamatan pedan,Positive
"BLT Minyak Goreng Untuk Menjaga Daya Beli Masyarakat Miskin 
Booster Mudik Tenang https://t.co/M5KTz28q3i",Positive,blt minyak goreng untuk menjaga daya beli masyarakat miskin booster mudik tenang,Positive
"Percepat Penyaluran BLT Minyak Goreng
Booster Mudik Tenang https://t.co/bBWbYctd6s",Positive,percepat penyaluran blt minyak goreng booster mudik tenang,Positive
"Penyaluran BLT Minyak Goreng Capai 95,7% dalam 10 Hari
Booster Mudik Tenang
https://t.co/aaPY5SYyVA",Positive,penyaluran blt minyak goreng capai dalam hari booster mudik tenang,Positive
"Penyaluran BLT Minyak Goreng Capai 95,7% dalam 10 Hari
https://t.co/WVtAvNsFlA 
Booster Mudik Tenang",Neutral,penyaluran blt minyak goreng capai dalam hari booster mudik tenang,Positive
"Penyaluran BLT Minyak Goreng Capai 95,7% dalam 10 Hari
Booster Mudik Tenang
https://t.co/tBoTzR767s",Negative,penyaluran blt minyak goreng capai dalam hari booster mudik tenang,Positive
"Pemkab Manggarai distribusikan BLT minyak goreng, Booster Mudik Tenang https://t.co/7pA0Nm5hcv",Negative,pemkab manggarai distribusikan blt minyak goreng booster mudik tenang,Positive
"Penyaluran BLT Minyak Goreng Capai 95,7% dalam 10 Hari
Booster Mudik Tenang
https://t.co/JUyXj2ZjM0",Negative,penyaluran blt minyak goreng capai dalam hari booster mudik tenang,Positive
"Penyaluran BLT Minyak Goreng Capai 95,7% dalam 10 Hari
Booster Mudik Tenang
https://t.co/hL26La3SNm",Negative,penyaluran blt minyak goreng capai dalam hari booster mudik tenang,Positive
"Penyaluran BLT Minyak Goreng Capai 95,7% dalam 10 Hari, Booster Mudik Tenang
https://t.co/EK81zn41cL",Negative,penyaluran blt minyak goreng capai dalam hari booster mudik tenang,Positive
"Penyaluran BLT Minyak Goreng Capai 95,7% dalam 10 Hari, Booster Mudik Tenang
https://t.co/IkuVdTTmL0",Negative,penyaluran blt minyak goreng capai dalam hari booster mudik tenang,Positive
"Penyaluran BLT Minyak Goreng Capai 95,7% dalam 10 Hari, Booster Mudik Tenang
https://t.co/cLjgDjW7CU",Positive,penyaluran blt minyak goreng capai dalam hari booster mudik tenang,Positive
"Penyaluran BLT Minyak Goreng Capai 95,7% dalam 10 Hari, Booster Mudik Tenang
https://t.co/yYrAzQmTwK",Negative,penyaluran blt minyak goreng capai dalam hari booster mudik tenang,Positive
"Bosster Mudik Tenang

BLT Minyak Goreng sudah di realisasikan kepada masyarakat https://t.co/QFBIjTbyVt",Negative,bosster mudik tenang blt minyak goreng sudah di realisasikan kepada masyarakat,Positive
"Penyaluran BLT Minyak Goreng Capai 95,7% dalam 10 Hari
Booster Mudik Tenang
https://t.co/ClhK9asPDq",Positive,penyaluran blt minyak goreng capai dalam hari booster mudik tenang,Positive
"Bosster Mudik Tenang

BLT Minyak Goreng sudah di realisasikan kepada masyarakat https://t.co/PqlzulhRML",Positive,bosster mudik tenang blt minyak goreng sudah di realisasikan kepada masyarakat,Positive
"Penyaluran BLT Minyak Goreng Capai 95,7% dalam 10 Hari

Booster Mudik Tenang
https://t.co/U7W8FxkS12",Positive,penyaluran blt minyak goreng capai dalam hari booster mudik tenang,Positive
"Pemkab Manggarai Distribusikan BLT Minyak Goreng

Booster Mudik Tenang https://t.co/1CZqAoofGl",Positive,pemkab manggarai distribusikan blt minyak goreng booster mudik tenang,Positive
@ProfesorZubairi Adoh e caaakk..Palestina. tonggo disik talah..tuh..di kampungku ada pembagian BLT dari Pemerintah. Ã°ÂŸÂ™ÂÃ°ÂŸÂ˜ÂÃ°ÂŸÂŒÂ·Ã¢ÂÂ¤Alhamdulillaahh...soal belanja buat Lebaran itu pertanda ekonomi sudah mulai membaik byk masyarakat bs belanj,Positive,adoh e caaakkpalestina tonggo disik talahtuhdi kampungku ada pembagian blt dari pemerintah ã°âÿâ™âã°âÿâ˜âã°âÿâœâ·ã¢ââ¤alhamdulillaahhsoal belanja buat lebaran itu pertanda ekonomi sudah mulai membaik byk masyarakat bs belanj,Positive
"Warga Gorontalo Mulai Terima BLT Minyak Goreng

Booster Mudik Tenang https://t.co/T98BkW2OM0",Positive,warga gorontalo mulai terima blt minyak goreng booster mudik tenang,Positive
Giliran buat c miskin gk ada..BLT cmn buat golongan menengah...gmn negara mau maju yg wajib dan hak nya duafa tdk ada.,Negative,giliran buat c miskin gk adablt cmn buat golongan menengahgmn negara mau maju yg wajib dan hak nya duafa tdk ada,Positive
"Rabu, 20-04-2022 pukul 08.00 WIB
Pelaksanaan pembagian bantuan BPNT bln Mei &amp; BLT minyak goreng senilai Rp.500.000. Kepala Desa menghimbau agar bantuan dapat digunakan sebagaimana mestinya. Bertepatan dengan jadwal vaksin yang diselenggarakan oleh Kod",Positive,rabu pukul wib pelaksanaan pembagian bantuan bpnt bln mei amp blt minyak goreng senilai rp kepala desa menghimbau agar bantuan dapat digunakan sebagaimana mestinya bertepatan dengan jadwal vaksin yang diselenggarakan oleh kod,Positive
"Penyaluran BLT Minyak Goreng Capai 95,7% dalam 10 Hari. 
Booster Mudik Tenang
https://t.co/5fbKj57KNq",Positive,penyaluran blt minyak goreng capai dalam hari booster mudik tenang,Positive
"Distribusikan BLT minyak goreng
Booster Mudik Tenang https://t.co/AzsOfAhdTD",Positive,distribusikan blt minyak goreng booster mudik tenang,Positive
"Pemerintah salurkan BLT
Booster Mudik Tenang https://t.co/Ne3oRFN4fC",Positive,pemerintah salurkan blt booster mudik tenang,Positive
"Pemerintah salurkan BLT
Booster Mudik Tenang https://t.co/yfkbDV7HzY",Negative,pemerintah salurkan blt booster mudik tenang,Positive
@_wababe Ngebul atuh kan masih dapat blt,Negative,ngebul atuh kan masih dapat blt,Positive
"Penyaluran BLT Minyak Goreng Capai 95,7% dalam 10 Hari
https://t.co/wgkTZVJyKn 
Booster Mudik Tenang",Negative,penyaluran blt minyak goreng capai dalam hari booster mudik tenang,Positive
"Jangan keliru! ternyata begini cara cek penerima BLT UMKM 2022, perhatikan linknya
https://t.co/lWMa6KLl14
#bantuan #bantuansosial #BLT #BLTUMK2022 #beritaterkini #beritaterbaru",Positive,jangan keliru ternyata begini cara cek penerima blt umkm perhatikan linknya,Positive
"Pemerintah salurkan BLT
Booster Mudik Tenang https://t.co/VVboXs2oYj",Positive,pemerintah salurkan blt booster mudik tenang,Positive
"Pemkab Manggarai distribusikan BLT minyak goreng
Booster Mudik Tenang https://t.co/uUq7so0OnP",Negative,pemkab manggarai distribusikan blt minyak goreng booster mudik tenang,Positive
"Pemkab Manggarai distribusikan BLT minyak goreng
Booster Mudik Tenang https://t.co/eKtky3HGTS",Positive,pemkab manggarai distribusikan blt minyak goreng booster mudik tenang,Positive
"Pemkab Manggarai distribusikan BLT minyak goreng
Booster Mudik Tenang https://t.co/BPwb6eyf1y",Negative,pemkab manggarai distribusikan blt minyak goreng booster mudik tenang,Positive
"Pemkab Manggarai distribusikan BLT minyak goreng
Booster Mudik Tenang https://t.co/dj76h0Tr4E",Positive,pemkab manggarai distribusikan blt minyak goreng booster mudik tenang,Positive
"Pemkab Manggarai distribusikan BLT minyak goreng
Booster Mudik Tenang https://t.co/vuP3k7RlRY",Negative,pemkab manggarai distribusikan blt minyak goreng booster mudik tenang,Positive
"Jangan keliru! ternyata begini cara cek penerima bantuan UMKM 2022, perhatikan linknya
https://t.co/lWMa6KLl14
#bantuan #bantuansosial #BLT #BLTUMK2022 #beritaterkini #beritaterbaru",Negative,jangan keliru ternyata begini cara cek penerima bantuan umkm perhatikan linknya,Positive
"Pemkab Manggarai Distribusikan BLT Minyak Goreng
Booster Mudik Tenang https://t.co/Z3nXYyr1im",Negative,pemkab manggarai distribusikan blt minyak goreng booster mudik tenang,Positive
"Penyaluran BLT Minyak Goreng Capai 95,7% dalam 10 Hari
Booster Mudik Tenang
https://t.co/zfvv7Ai6Us",Positive,penyaluran blt minyak goreng capai dalam hari booster mudik tenang,Positive
"Penyaluran BLT Minyak Goreng Capai 95,7% dalam 10 Hari
Booster Mudik Tenang
https://t.co/vmk0YYEtRM",Negative,penyaluran blt minyak goreng capai dalam hari booster mudik tenang,Positive
"Penyaluran BLT Minyak Goreng Capai 95,7% dalam 10 Hari
Booster Mudik Tenang
https://t.co/kJf3VG8PqF",Positive,penyaluran blt minyak goreng capai dalam hari booster mudik tenang,Positive
Serda Suwanto Babinsa Desa Manjungan pendampingan vaksinasi boster dan panluran BLT di aula balai Desa Manjungan Kec Ngawen Kab Klaten https://t.co/BdBpw3mSxk,Positive,serda suwanto babinsa desa manjungan pendampingan vaksinasi boster dan panluran blt di aula balai desa manjungan kec ngawen kab klaten,Positive
"Penyaluran BLT Minyak Goreng Capai 95,7% dalam 10 Hari
https://t.co/EgO2QNEtdU 
Booster Mudik Tenang",Positive,penyaluran blt minyak goreng capai dalam hari booster mudik tenang,Positive
"Penyaluran BLT Minyak Goreng Capai 95,7% dalam 10 Hari
https://t.co/SUc7qiMPYx 

Booster Mudik Tenang",Positive,penyaluran blt minyak goreng capai dalam hari booster mudik tenang,Positive
"Penyaluran BLT Minyak Goreng Capai 95,7% dalam 10 Hari
https://t.co/cC4Wjq4puo 
Booster Mudik Tenang",Positive,penyaluran blt minyak goreng capai dalam hari booster mudik tenang,Positive
"Penyaluran BLT Minyak Goreng Capai 95,7% dalam 10 Hari
Booster Mudik Tenang
https://t.co/P9D7uDN8r3",Positive,penyaluran blt minyak goreng capai dalam hari booster mudik tenang,Positive
"Pemerintah melakukan percepatan penyaluran BNPT dan BLT sebelum hari raya Idul Fitri 1443H Hijriah.
Booster Mudik tenang https://t.co/cpCpDctJR1",Positive,pemerintah melakukan percepatan penyaluran bnpt dan blt sebelum hari raya idul fitri h hijriah booster mudik tenang,Positive
"Pemkab Manggarai Distribusikan BLT Minyak Goreng
Booster Mudik Tenang https://t.co/gA1UHPGdkB",Positive,pemkab manggarai distribusikan blt minyak goreng booster mudik tenang,Positive
"Pemerintah mulai melakukan pendistribusian bantuan langsung tunai BLT minyak goreng kepada masyarakat yang membutuhkan
Booster Mudik Tenang https://t.co/aldr08ISII",Positive,pemerintah mulai melakukan pendistribusian bantuan langsung tunai blt minyak goreng kepada masyarakat yang membutuhkan booster mudik tenang,Positive
"Pemerintah mulai melakukan pendistribusian bantuan langsung tunai BLT minyak goreng kepada masyarakat yang membutuhkan
Booster Mudik Tenang https://t.co/GAGxFOuGm5",Positive,pemerintah mulai melakukan pendistribusian bantuan langsung tunai blt minyak goreng kepada masyarakat yang membutuhkan booster mudik tenang,Positive
"Penyaluran BLT Minyak Goreng Capai 95,7% dalam 10 Hari
Booster Mudik Tenang
https://t.co/IokoeHgNgh",Negative,penyaluran blt minyak goreng capai dalam hari booster mudik tenang,Positive
"Pemkab manggarai distribusikan BLT Minyak Goreng
Booster Mudik Tenang https://t.co/8mY8pFMxjc",Positive,pemkab manggarai distribusikan blt minyak goreng booster mudik tenang,Positive
"Warga Gorontalo mulai terima BLT minyak goreng
Booster Mudik Tenang https://t.co/V80DPj68GZ",Positive,warga gorontalo mulai terima blt minyak goreng booster mudik tenang,Positive
"Penyaluran BLT Minyak Goreng Capai 95,7% dalam 10 Hari
Booster Mudik Tenang
https://t.co/f0igIDDokn",Positive,penyaluran blt minyak goreng capai dalam hari booster mudik tenang,Positive
"Pemkab Manggarai Distribusikan BLT Minyak Goreng
Booster Mudik Tenang https://t.co/YrkDPpgEx6",Positive,pemkab manggarai distribusikan blt minyak goreng booster mudik tenang,Positive
"@bangZhack86 ZONK......rakyat pra sejahtera cuma dapet amplop saat mau nyoblos, BLT via kartu KERE, kartu Nganggur, kartu Sakit,dan janji2",Positive,zonkrakyat pra sejahtera cuma dapet amplop saat mau nyoblos blt via kartu kere kartu nganggur kartu sakitdan janji,Positive
"Penyaluran BLT Minyak Goreng Capai 95,7% dalam 10 Hari
Booster Mudik Tenang
https://t.co/94ccv4kp5i",Positive,penyaluran blt minyak goreng capai dalam hari booster mudik tenang,Positive
"Penyaluran BLT Minyak Goreng Capai 95,7% dalam 10 Hari
Booster Mudik Tenang 
https://t.co/GqGLU6RC9v",Positive,penyaluran blt minyak goreng capai dalam hari booster mudik tenang,Positive
"Pemkab Manggarai Distribusikan BLT Minyak Goreng
Booster Mudik Tenang https://t.co/wspnUjTGwe",Positive,pemkab manggarai distribusikan blt minyak goreng booster mudik tenang,Positive
"Penyaluran BLT Minyak Goreng Capai 95,7% dalam 10 Hari
Booster Mudik Tenang
https://t.co/OE2PaDEdWo",Positive,penyaluran blt minyak goreng capai dalam hari booster mudik tenang,Positive
"Penyaluran BLT Minyak Goreng Capai 95,7% dalam 10 Hari
Booster Mudik Tenang
https://t.co/DdyA1MfX4S",Positive,penyaluran blt minyak goreng capai dalam hari booster mudik tenang,Positive
"Pemkab Manggarai distribusikan BLT Minyak Goreng
Booster Mudik Tenang https://t.co/l2oG4NUgF3",Negative,pemkab manggarai distribusikan blt minyak goreng booster mudik tenang,Positive
"Pemerintah menyalurkan BLT Minyak Goreng untuk Masyarakat
Booster Mudik Tenang https://t.co/XrbGZudNOp",Positive,pemerintah menyalurkan blt minyak goreng untuk masyarakat booster mudik tenang,Positive
"@mplidofficial @onic_esports @auraesportsid Pemerintah Sediakan BLT Minyak Goreng
Ã°ÂÂ—Â£Ã°ÂÂ˜Â‚Ã°ÂÂ—Â®Ã°ÂÂ˜Â€Ã°ÂÂ—Â® Ã°ÂÂ—Â§Ã°ÂÂ—Â²Ã°ÂÂ˜ÂÃ°ÂÂ—Â®Ã°ÂÂ—Â½ Ã°ÂÂ—Â£Ã°ÂÂ—Â¿Ã°ÂÂ—Â¼Ã°ÂÂ—Â¸Ã°ÂÂ—Â²Ã°ÂÂ˜Â€ https://t.co/Z2UPZIhjIz",Positive,pemerintah sediakan blt minyak goreng ã°ââ—â£ã°ââ˜â‚ã°ââ—â®ã°ââ˜â€ã°ââ—â® ã°ââ—â§ã°ââ—â²ã°ââ˜âã°ââ—â®ã°ââ—â½ ã°ââ—â£ã°ââ—â¿ã°ââ—â¼ã°ââ—â¸ã°ââ—â²ã°ââ˜â€,Positive
"@antonbuddy @sociotalker Tanya ke Bang @RamliRizal pak
Dulu era gusdur jg pernah harga migor melambung tp Bang RR nggak pake stop export sawit ato bagi2 BLT
Liat aja di YouTube",Negative,tanya ke bang pak dulu era gusdur jg pernah harga migor melambung tp bang rr nggak pake stop export sawit ato bagi blt liat aja di youtube,Positive
"Pemkab Manggarai Distribusikan BLT Minyak Goreng
Booster Mudik Tenang https://t.co/6juTlwmHwA",Positive,pemkab manggarai distribusikan blt minyak goreng booster mudik tenang,Positive
